run_id,start_time,phase,case,sequence,units,db_elapsed_ms,http_total_ms,client_overhead_ms,status,cypher_statement
20260623_212218_16669,2026-06-23 21:22:18,write_single_report,single_report,1,1,13.401,22.429,9.028,success,"CREATE (inDs:dataset {\n  gid: 1782220938000001001,\n  id: ""ds_in_1782220938000001"",\n  namespace: ""perf"",\n  name: ""table_in_1782220938000001"",\n  current_version: ""dv_in_1782220938000001"",\n  created_at: 1782220938838,\n  updated_at: 1782220938838,\n  owner: ""perf_user""\n})\nCREATE (inDv:datasetversion {\n  gid: 1782220938000001002,\n  id: ""dv_in_1782220938000001"",\n  dataset_uuid: ""ds_in_1782220938000001"",\n  facets: ""{}"",\n  created_at: 1782220938838,\n  owner: ""perf_user""\n})\nCREATE (outDs:dataset {\n  gid: 1782220938000001003,\n  id: ""ds_out_1782220938000001"",\n  namespace: ""perf"",\n  name: ""table_out_1782220938000001"",\n  current_version: ""dv_out_1782220938000001"",\n  created_at: 1782220938838,\n  updated_at: 1782220938838,\n  owner: ""perf_user""\n})\nCREATE (outDv:datasetversion {\n  gid: 1782220938000001004,\n  id: ""dv_out_1782220938000001"",\n  dataset_uuid: ""ds_out_1782220938000001"",\n  facets: ""{}"",\n  created_at: 1782220938838,\n  owner: ""perf_user""\n})\nCREATE (job:job {\n  gid: 1782220938000001005,\n  id: ""job_1782220938000001"",\n  namespace: ""perf"",\n  name: ""job_1782220938000001"",\n  current_version: ""jv_1782220938000001"",\n  current_run: ""run_1782220938000001"",\n  created_at: 1782220938838,\n  updated_at: 1782220938838,\n  owner: ""perf_user""\n})\nCREATE (jv:jobversion {\n  gid: 1782220938000001006,\n  id: ""jv_1782220938000001"",\n  job_uuid: ""job_1782220938000001"",\n  facets: ""{}"",\n  owner: ""perf_user""\n})\nCREATE (run:jobrun {\n  gid: 1782220938000001007,\n  id: ""run_1782220938000001"",\n  state: ""SUCCESS"",\n  namespace: ""perf"",\n  facets: ""{}"",\n  created_at: 1782220938838,\n  updated_at: 1782220938838,\n  owner: ""perf_user"",\n  jobversion_id: ""jv_1782220938000001""\n})\nCREATE (inDs)-[:has_dversion {created_at: 1782220938838}]->(inDv)\nCREATE (outDs)-[:has_dversion {created_at: 1782220938838}]->(outDv)\nCREATE (job)-[:has_jversion {created_at: 1782220938838}]->(jv)\nCREATE (jv)-[:has_run {created_at: 1782220938838}]->(run)\nCREATE (inDv)-[:consumes_by {created_at: 1782220938838}]->(run)\nCREATE (run)-[:produces {created_at: 1782220938838}]->(outDv)\nCREATE (inDs)-[:lineage]->(job)\nCREATE (job)-[:lineage]->(outDs)\nRETURN run.id;"
20260623_212218_16669,2026-06-23 21:22:19,write_concurrent_report,concurrent_report,1,1,8.146,14.605,6.459,success,"CREATE (inDs:dataset {\n  gid: 1782220938100001001,\n  id: ""ds_in_1782220938100001"",\n  namespace: ""perf"",\n  name: ""table_in_1782220938100001"",\n  current_version: ""dv_in_1782220938100001"",\n  created_at: 1782220938999,\n  updated_at: 1782220938999,\n  owner: ""perf_user""\n})\nCREATE (inDv:datasetversion {\n  gid: 1782220938100001002,\n  id: ""dv_in_1782220938100001"",\n  dataset_uuid: ""ds_in_1782220938100001"",\n  facets: ""{}"",\n  created_at: 1782220938999,\n  owner: ""perf_user""\n})\nCREATE (outDs:dataset {\n  gid: 1782220938100001003,\n  id: ""ds_out_1782220938100001"",\n  namespace: ""perf"",\n  name: ""table_out_1782220938100001"",\n  current_version: ""dv_out_1782220938100001"",\n  created_at: 1782220938999,\n  updated_at: 1782220938999,\n  owner: ""perf_user""\n})\nCREATE (outDv:datasetversion {\n  gid: 1782220938100001004,\n  id: ""dv_out_1782220938100001"",\n  dataset_uuid: ""ds_out_1782220938100001"",\n  facets: ""{}"",\n  created_at: 1782220938999,\n  owner: ""perf_user""\n})\nCREATE (job:job {\n  gid: 1782220938100001005,\n  id: ""job_1782220938100001"",\n  namespace: ""perf"",\n  name: ""job_1782220938100001"",\n  current_version: ""jv_1782220938100001"",\n  current_run: ""run_1782220938100001"",\n  created_at: 1782220938999,\n  updated_at: 1782220938999,\n  owner: ""perf_user""\n})\nCREATE (jv:jobversion {\n  gid: 1782220938100001006,\n  id: ""jv_1782220938100001"",\n  job_uuid: ""job_1782220938100001"",\n  facets: ""{}"",\n  owner: ""perf_user""\n})\nCREATE (run:jobrun {\n  gid: 1782220938100001007,\n  id: ""run_1782220938100001"",\n  state: ""SUCCESS"",\n  namespace: ""perf"",\n  facets: ""{}"",\n  created_at: 1782220938999,\n  updated_at: 1782220938999,\n  owner: ""perf_user"",\n  jobversion_id: ""jv_1782220938100001""\n})\nCREATE (inDs)-[:has_dversion {created_at: 1782220938999}]->(inDv)\nCREATE (outDs)-[:has_dversion {created_at: 1782220938999}]->(outDv)\nCREATE (job)-[:has_jversion {created_at: 1782220938999}]->(jv)\nCREATE (jv)-[:has_run {created_at: 1782220938999}]->(run)\nCREATE (inDv)-[:consumes_by {created_at: 1782220938999}]->(run)\nCREATE (run)-[:produces {created_at: 1782220938999}]->(outDv)\nCREATE (inDs)-[:lineage]->(job)\nCREATE (job)-[:lineage]->(outDs)\nRETURN run.id;"
20260623_212218_16669,2026-06-23 21:22:19,write_batch_report,batch_report,1,1,8.334,19.595,11.261,success,"\nCREATE (inDs_1:dataset {\n  gid: 1782220938200001001,\n  id: ""ds_in_1782220938200001"",\n  namespace: ""perf"",\n  name: ""table_in_1782220938200001"",\n  current_version: ""dv_in_1782220938200001"",\n  created_at: 1782220939155,\n  updated_at: 1782220939155,\n  owner: ""perf_user""\n})\nCREATE (inDv_1:datasetversion {\n  gid: 1782220938200001002,\n  id: ""dv_in_1782220938200001"",\n  dataset_uuid: ""ds_in_1782220938200001"",\n  facets: ""{}"",\n  created_at: 1782220939155,\n  owner: ""perf_user""\n})\nCREATE (outDs_1:dataset {\n  gid: 1782220938200001003,\n  id: ""ds_out_1782220938200001"",\n  namespace: ""perf"",\n  name: ""table_out_1782220938200001"",\n  current_version: ""dv_out_1782220938200001"",\n  created_at: 1782220939155,\n  updated_at: 1782220939155,\n  owner: ""perf_user""\n})\nCREATE (outDv_1:datasetversion {\n  gid: 1782220938200001004,\n  id: ""dv_out_1782220938200001"",\n  dataset_uuid: ""ds_out_1782220938200001"",\n  facets: ""{}"",\n  created_at: 1782220939155,\n  owner: ""perf_user""\n})\nCREATE (job_1:job {\n  gid: 1782220938200001005,\n  id: ""job_1782220938200001"",\n  namespace: ""perf"",\n  name: ""job_1782220938200001"",\n  current_version: ""jv_1782220938200001"",\n  current_run: ""run_1782220938200001"",\n  created_at: 1782220939155,\n  updated_at: 1782220939155,\n  owner: ""perf_user""\n})\nCREATE (jv_1:jobversion {\n  gid: 1782220938200001006,\n  id: ""jv_1782220938200001"",\n  job_uuid: ""job_1782220938200001"",\n  facets: ""{}"",\n  owner: ""perf_user""\n})\nCREATE (run_1:jobrun {\n  gid: 1782220938200001007,\n  id: ""run_1782220938200001"",\n  state: ""SUCCESS"",\n  namespace: ""perf"",\n  facets: ""{}"",\n  created_at: 1782220939155,\n  updated_at: 1782220939155,\n  owner: ""perf_user"",\n  jobversion_id: ""jv_1782220938200001""\n})\nCREATE (inDs_1)-[:has_dversion {created_at: 1782220939155}]->(inDv_1)\nCREATE (outDs_1)-[:has_dversion {created_at: 1782220939155}]->(outDv_1)\nCREATE (job_1)-[:has_jversion {created_at: 1782220939155}]->(jv_1)\nCREATE (jv_1)-[:has_run {created_at: 1782220939155}]->(run_1)\nCREATE (inDv_1)-[:consumes_by {created_at: 1782220939155}]->(run_1)\nCREATE (run_1)-[:produces {created_at: 1782220939155}]->(outDv_1)\nCREATE (inDs_1)-[:lineage]->(job_1)\nCREATE (job_1)-[:lineage]->(outDs_1)\n\nRETURN 1 AS created;"
20260623_212218_16669,2026-06-23 21:22:19,query_dataset_neighbor,dataset_neighbor_1_hop,1,1,1.416,6.298,4.882,success,"MATCH p = (d:dataset {name: ""table_in_1782220938000001""})-[:lineage]-(j1:job)-[:lineage]-(n1:dataset)\nRETURN 1 AS hop, n1.id AS target_id, n1.name AS target_name\nLIMIT 100;"
20260623_212218_16669,2026-06-23 21:22:19,query_dataset_neighbor,dataset_neighbor_2_hop,1,1,1.109,6.313,5.204,success,"MATCH p = (d:dataset {name: ""table_in_1782220938000001""})-[:lineage]-(j1:job)-[:lineage]-(n1:dataset)-[:lineage]-(j2:job)-[:lineage]-(n2:dataset)\nRETURN 2 AS hop, n2.id AS target_id, n2.name AS target_name\nLIMIT 100;"
20260623_212218_16669,2026-06-23 21:22:19,query_dataset_neighbor,dataset_neighbor_3_hop,1,1,1.008,5.584,4.576,success,"MATCH p = (d:dataset {name: ""table_in_1782220938000001""})-[:lineage]-(j1:job)-[:lineage]-(n1:dataset)-[:lineage]-(j2:job)-[:lineage]-(n2:dataset)-[:lineage]-(j3:job)-[:lineage]-(n3:dataset)\nRETURN 3 AS hop, n3.id AS target_id, n3.name AS target_name\nLIMIT 100;"
20260623_212218_16669,2026-06-23 21:22:19,query_dataset_neighbor,dataset_neighbor_4_hop,1,1,1.560,5.296,3.736,success,"MATCH p = (d:dataset {name: ""table_in_1782220938000001""})-[:lineage]-(j1:job)-[:lineage]-(n1:dataset)-[:lineage]-(j2:job)-[:lineage]-(n2:dataset)-[:lineage]-(j3:job)-[:lineage]-(n3:dataset)-[:lineage]-(j4:job)-[:lineage]-(n4:dataset)\nRETURN 4 AS hop, n4.id AS target_id, n4.name AS target_name\nLIMIT 100;"
20260623_212218_16669,2026-06-23 21:22:19,query_dataset_neighbor,dataset_neighbor_5_hop,1,1,1.248,6.417,5.169,success,"MATCH p = (d:dataset {name: ""table_in_1782220938000001""})-[:lineage]-(j1:job)-[:lineage]-(n1:dataset)-[:lineage]-(j2:job)-[:lineage]-(n2:dataset)-[:lineage]-(j3:job)-[:lineage]-(n3:dataset)-[:lineage]-(j4:job)-[:lineage]-(n4:dataset)-[:lineage]-(j5:job)-[:lineage]-(n5:dataset)\nRETURN 5 AS hop, n5.id AS target_id, n5.name AS target_name\nLIMIT 100;"
20260623_212218_16669,2026-06-23 21:22:19,query_dataset_dataset_path,dataset_dataset_path_1_hop,1,1,1.140,5.357,4.217,success,"MATCH p = (src:dataset {name: ""table_in_1782220938000001""})-[:lineage*1..1]-(dst:dataset {name: ""table_out_1782220938000001""})\nRETURN length(p) AS hop, src.id AS src_id, dst.id AS dst_id, nodes(p) AS path_nodes, relationships(p) AS path_edges\nORDER BY hop\nLIMIT 1;"
20260623_212218_16669,2026-06-23 21:22:19,query_dataset_dataset_path,dataset_dataset_path_2_hop,1,1,1.232,5.603,4.371,success,"MATCH p = (src:dataset {name: ""table_in_1782220938000001""})-[:lineage*1..2]-(dst:dataset {name: ""table_out_1782220938000001""})\nRETURN length(p) AS hop, src.id AS src_id, dst.id AS dst_id, nodes(p) AS path_nodes, relationships(p) AS path_edges\nORDER BY hop\nLIMIT 1;"
